prev_word_1,next_word_1,prev_word_2,next_word_2,sent_num,cap,word,tag,adj_count,adv_count,v_count,n_count,pre,suf,prev_tag
the,called,",",for,282,True,President,NN,0,0,0,6,,,
President,for,the,doubling,282,False,called,VB,0,0,28,0,,ed,
for,the,called,present,282,False,doubling,VB,0,0,6,2,,ing,
the,10,doubling,million,282,False,present,JJ,2,0,13,3,,,
million,a,10,year,282,False,dollar,NN,0,0,0,4,,,
a,federal,dollar,grants,282,False,year,NN,0,0,0,4,,,
year,grants,a,for,282,False,federal,JJ,4,0,0,2,,,
federal,for,year,nursing,282,False,grants,NN,0,0,7,8,,,
for,home,grants,construction,282,False,nursing,VB,0,0,5,3,,ing,
nursing,construction,for,.,282,False,home,NN,3,3,2,9,,e,
home,.,nursing,,282,False,construction,NN,0,0,0,7,,ion,
He,for,,another,283,False,asked,VB,0,0,7,0,,ed,
million,``,10,initial,283,False,dollar,NN,0,0,0,4,,,
``,'',dollar,appropriation,283,False,initial,JJ,1,0,1,1,in,,
'',for,initial,``,283,False,appropriation,NN,0,0,0,3,,ion,
``,grants,for,'',283,False,stimulatory,JJ,0,0,0,0,,,
stimulatory,'',``,to,283,False,grants,NN,0,0,7,8,,,
to,to,'',improve,283,False,states,NN,0,0,3,8,,,
to,nursing,states,homes,283,False,improve,VB,0,0,2,0,,e,
improve,homes,to,.,283,False,nursing,VB,0,0,5,3,,ing,
nursing,.,improve,,283,False,homes,NN,0,0,2,9,,,
He,proposed,,grants,284,False,further,RB,1,8,2,0,,er,
further,grants,He,of,284,False,proposed,VB,0,0,5,0,,ed,
proposed,of,further,an,284,False,grants,NN,0,0,7,8,,,
an,sum,of,for,284,False,unspecified,JJ,1,0,0,0,un,ed,
unspecified,for,an,experimental,284,False,sum,NN,0,0,2,6,,,
for,hospitals,sum,.,284,False,experimental,JJ,3,0,0,0,,,
experimental,.,for,,284,False,hospitals,NN,0,0,0,2,,,
the,health,In,field,285,False,child,NN,0,0,0,4,,,
child,field,the,",",285,False,health,NN,0,0,0,2,,,
health,",",child,the,285,False,field,NN,0,0,4,17,,,
the,said,",",he,285,True,President,NN,0,0,0,6,,,
President,he,the,will,285,False,said,VB,1,0,11,0,,,
will,later,he,an,285,False,recommend,VB,0,0,3,0,,,
recommend,an,will,increase,285,False,later,RB,9,3,0,0,,er,
an,in,later,funds,285,False,increase,NN,0,0,2,5,in,e,
in,for,increase,programs,285,False,funds,NN,0,0,6,4,,,
for,under,funds,the,285,False,programs,NN,0,0,2,8,,,
the,bureau,under,.,285,False,children's,NN,0,0,0,0,,,
children's,.,the,,285,False,bureau,NN,0,0,0,2,,,
He,asked,,Congress,286,False,also,RB,0,1,0,0,,,
also,Congress,He,to,286,False,asked,VB,0,0,7,0,,ed,
asked,to,also,approve,286,True,Congress,NP,0,0,0,4,,,
to,establishment,Congress,of,286,False,approve,VB,0,0,2,0,,e,
approve,of,to,a,286,False,establishment,NN,0,0,0,7,,,
a,child,of,health,286,False,national,JJ,7,0,0,1,,,
national,health,a,institute,286,False,child,NN,0,0,0,4,,,
child,institute,national,.,286,False,health,NN,0,0,0,2,,,
health,.,child,,286,False,institute,NN,0,0,2,1,in,e,
,research,,funds,287,True,Asks,VB,0,0,7,0,,,
Asks,funds,,,287,False,research,NN,0,0,2,2,,,
research,,Asks,,287,False,funds,NN,0,0,6,4,,,
The,said,,he,288,True,President,NN,0,0,0,6,,,
President,he,The,will,288,False,said,VB,1,0,11,0,,,
will,Congress,he,to,288,False,ask,VB,0,0,7,0,,,
ask,to,will,increase,288,True,Congress,NP,0,0,0,4,,,
to,grants,Congress,to,288,False,increase,VB,0,0,2,5,in,e,
increase,to,to,states,288,False,grants,NN,0,0,7,8,,,
to,for,grants,vocational,288,False,states,NN,0,0,3,8,,,
for,rehabilitation,states,.,288,False,vocational,JJ,1,0,0,0,,,
vocational,.,for,,288,False,rehabilitation,NN,0,0,0,4,,ion,
not,by,did,how,289,False,say,VB,0,0,11,1,,,
For,research,,he,290,False,medical,JJ,3,0,0,1,,,
medical,he,For,asked,290,False,research,NN,0,0,2,2,,,
he,a,research,20,290,False,asked,VB,0,0,7,0,,ed,
million,a,20,year,290,False,dollar,NN,0,0,0,4,,,
a,increase,dollar,",",290,False,year,NN,0,0,0,4,,,
year,",",a,from,290,False,increase,NN,0,0,2,5,in,e,
50,",",to,in,290,False,millions,NN,0,0,0,2,,,
in,grants,",",for,290,False,matching,VB,2,0,10,0,,ing,
matching,for,in,building,290,False,grants,NN,0,0,7,8,,,
for,research,grants,facilities,290,False,building,VB,0,0,10,4,,ing,
building,facilities,for,.,290,False,research,NN,0,0,2,2,,,
research,.,building,,290,False,facilities,NN,0,0,0,5,,,
The,said,,he,291,True,President,NN,0,0,0,6,,,
President,he,The,will,291,False,said,VB,1,0,11,0,,,
will,propose,he,increasing,291,False,also,RB,0,1,0,0,,,
also,increasing,will,",",291,False,propose,VB,0,0,5,0,,e,
propose,",",also,by,291,False,increasing,VB,2,0,2,0,in,ing,
an,amount,by,",",291,False,unspecified,JJ,1,0,0,0,un,ed,
unspecified,",",an,the,291,False,amount,VB,0,0,3,4,,,
million,in,540,the,291,False,dollars,NN,0,0,0,4,,,
1961-62,for,the,direct,291,False,budget,NN,0,0,1,2,,,
for,government,budget,research,291,False,direct,JJ,10,1,13,0,,,
direct,research,for,in,291,False,government,NN,0,0,0,4,,,
government,in,direct,medicine,291,False,research,NN,0,0,2,2,,,
in,.,research,,291,False,medicine,NN,0,0,1,4,,e,
The,said,,his,292,True,President,NN,0,0,0,6,,,
President,his,The,proposals,292,False,said,VB,1,0,11,0,,,
his,combine,said,the,292,False,proposals,NN,0,0,0,3,,,
proposals,the,his,``,292,False,combine,VB,0,0,7,3,,e,
``,elements,the,in,292,False,indispensable,JJ,3,0,0,0,in,e,
indispensable,in,``,a,292,False,elements,NN,0,0,0,8,,,
a,health,in,program,292,False,sound,JJ,9,0,7,8,,,
sound,program,a,--,292,False,health,NN,0,0,0,2,,,
health,--,sound,people,292,False,program,NN,0,0,2,8,,,
--,",",program,knowledge,292,False,people,NN,0,0,2,4,,e,
",",",",people,services,292,False,knowledge,NN,0,0,0,1,,e,
",",",",knowledge,facilities,292,False,services,NN,0,0,3,16,,,
",",",",services,and,292,False,facilities,NN,0,0,0,5,,,
the,to,and,pay,292,False,means,NN,0,0,7,4,,,
to,for,means,them,292,False,pay,VB,0,0,11,1,,,
,as,,expected,293,True,Reaction,NN,0,0,0,7,,ion,
as,,Reaction,,293,False,expected,VB,1,0,6,0,,ed,
,reaction,,to,294,True,Congressional,JJ,1,0,0,0,,,
Congressional,to,,the,294,False,reaction,NN,0,0,0,7,,ion,
the,was,to,along,294,False,message,NN,0,0,3,2,,e,
along,lines,was,.,294,False,expected,VB,1,0,6,0,,ed,
expected,.,along,,294,False,lines,NN,0,0,6,30,,,
,who,,last,295,True,Legislators,NN,0,0,0,1,,,
last,opposed,who,placing,295,False,year,NN,0,0,0,4,,,
year,placing,last,aged-care,295,False,opposed,VB,1,0,6,0,,ed,
opposed,aged-care,year,under,295,False,placing,VB,0,0,16,0,,ing,
placing,under,opposed,the,295,False,aged-care,NN,0,0,0,0,,e,
the,security,under,system,295,False,social,JJ,6,0,0,1,,,
social,system,the,criticized,295,False,security,NN,0,0,0,9,,,
security,criticized,social,the,295,False,system,NN,0,0,0,9,,,
system,the,security,President's,295,False,criticized,VB,0,0,2,0,,ed,
the,plan,criticized,.,295,True,President's,NN,0,0,0,0,,,
President's,.,the,,295,False,plan,NN,0,0,4,3,,,
who,a,Those,similar,296,False,backed,VB,2,0,10,0,,ed,
a,plan,backed,last,296,False,similar,JJ,5,0,0,0,,,
similar,last,a,year,296,False,plan,NN,0,0,4,3,,,
last,hailed,plan,the,296,False,year,NN,0,0,0,4,,,
year,the,last,message,296,False,hailed,VB,0,0,5,0,,ed,
the,.,hailed,,296,False,message,NN,0,0,3,2,,e,
,Republican,,Leader,297,True,Senate,NN,0,0,0,2,,e,
Senate,Leader,,Dirksen,297,True,Republican,NP,2,0,0,3,,,
Republican,Dirksen,Senate,(,297,True,Leader,NN,0,0,0,2,,er,
Leader,(,Republican,Ill.,297,True,Dirksen,NP,0,0,0,0,,,
(,),Dirksen,and,297,True,Ill.,NP,0,0,0,0,,,
and,Republican,),Leader,297,True,House,NN,0,0,2,12,,e,
House,Leader,and,Charles,297,True,Republican,NP,2,0,0,3,,,
Republican,Charles,House,Halleck,297,True,Leader,NN,0,0,0,2,,er,
Leader,Halleck,Republican,(,297,True,Charles,NP,0,0,0,9,,,
Charles,(,Leader,Ind.,297,True,Halleck,NP,0,0,0,0,,,
(,),Halleck,said,297,True,Ind.,NP,0,0,0,0,in,,
),the,Ind.,message,297,False,said,VB,1,0,11,0,,,
the,did,said,not,297,False,message,NN,0,0,3,2,,e,
not,them,did,to,297,False,persuade,VB,0,0,2,0,,e,
to,their,them,opposition,297,False,change,VB,0,0,10,10,,e,
their,to,change,compulsory,297,False,opposition,NN,0,0,0,8,,ion,
to,medical,opposition,insurance,297,False,compulsory,JJ,1,0,0,0,,,
compulsory,insurance,to,.,297,False,medical,JJ,3,0,0,1,,,
medical,.,compulsory,,297,False,insurance,NN,0,0,0,3,in,e,
,said,,the,298,True,Halleck,NP,0,0,0,0,,,
Halleck,the,,voluntary,298,False,said,VB,1,0,11,0,,,
the,care,said,plan,298,False,voluntary,JJ,2,0,0,2,,,
voluntary,plan,the,enacted,298,False,care,NN,0,0,5,6,,e,
care,enacted,voluntary,last,298,False,plan,NN,0,0,4,3,,,
plan,last,care,year,298,False,enacted,VB,0,0,2,0,,ed,
last,should,enacted,be,298,False,year,NN,0,0,0,4,,,
be,a,should,fair,298,False,given,VB,2,0,44,1,,,
a,trial,given,first,298,False,fair,JJ,10,2,1,4,,,
fair,first,a,.,298,False,trial,NN,0,0,0,6,,,
trial,.,fair,,298,False,first,RB,6,4,0,6,,,
,Speaker,,Sam,299,True,House,NN,0,0,2,12,,e,
House,Sam,,Rayburn,299,True,Speaker,NN,0,0,0,3,,er,
Speaker,Rayburn,House,(,299,True,Sam,NP,0,0,0,1,,,
Sam,(,Speaker,D.,299,True,Rayburn,NP,0,0,0,0,,,
(,",",Rayburn,Tex.,299,True,D.,NP,0,0,0,0,,,
",",),D.,called,299,True,Tex.,NP,0,0,0,0,,,
),the,Tex.,Kennedy,299,False,called,VB,0,0,28,0,,ed,
the,program,called,``,299,True,Kennedy,NP,0,0,0,2,,,
Kennedy,``,the,a,299,False,program,NN,0,0,2,8,,,
mighty,thing,a,'',299,False,fine,JJ,6,2,1,1,,e,
fine,'',mighty,",",299,False,thing,NN,0,0,0,12,,ing,
but,no,",",prediction,299,False,made,VB,3,0,49,0,,e,
no,on,made,its,299,False,prediction,NN,0,0,0,2,,ion,
its,in,on,the,299,False,fate,NN,0,0,1,3,,e,
the,.,in,,299,True,House,NN,0,0,2,12,,e,
,",",,Feb.,300,True,Washington,NP,0,0,0,5,,,
",",9,Washington,,300,True,Feb.,NP,0,0,0,0,,,
--,hastily,,under,301,True,Acting,VB,1,0,10,1,,ing,
Acting,under,--,White,301,False,hastily,RB,0,1,0,0,,ly,
under,House,hastily,pressure,301,True,White,JJ,12,0,1,12,,e,
White,pressure,under,",",301,True,House,NN,0,0,2,12,,e,
House,",",White,the,301,False,pressure,NN,0,0,2,7,,e,
the,tonight,",",confirmed,301,True,Senate,NN,0,0,0,2,,e,
tonight,Robert,Senate,C.,301,False,confirmed,VB,2,0,5,0,,ed,
confirmed,C.,tonight,Weaver,301,True,Robert,NP,0,0,0,1,,,
Robert,Weaver,confirmed,as,301,True,C.,NP,0,0,0,0,,,
C.,as,Robert,the,301,True,Weaver,NP,0,0,0,2,,er,
the,federal,as,housing,301,False,nation's,NN,0,0,0,0,,,
nation's,housing,the,chief,301,False,federal,JJ,4,0,0,2,,,
federal,chief,nation's,.,301,False,housing,VB,0,0,2,3,,ing,
housing,.,federal,,301,False,chief,NN,1,0,0,3,,,
,11,,senators,302,True,Only,RB,2,7,0,0,,ly,
11,were,Only,on,302,False,senators,NN,0,0,0,1,,,
the,and,on,there,302,False,floor,NN,0,0,2,10,,,
no,vote,was,.,302,False,record,NN,0,0,5,8,,,
record,.,no,,302,False,vote,NN,0,0,5,5,,e,
A,of,,scattered,303,False,number,NN,0,0,6,11,,er,
of,``,number,ayes,303,False,scattered,VB,2,0,6,0,,ed,
``,'',scattered,and,303,False,ayes,NN,0,0,0,0,,,
``,'',and,was,303,False,noes,NN,0,0,0,2,,,
was,.,'',,303,False,heard,VB,1,0,5,0,,,
,Senate,,rules,304,True,Customary,JJ,2,0,0,0,,,
Customary,rules,,were,304,True,Senate,NN,0,0,0,2,,e,
Senate,were,Customary,ignored,304,False,rules,NN,0,0,7,12,,,
were,in,rules,order,304,False,ignored,VB,1,0,5,0,,ed,
in,to,ignored,speed,304,False,order,NN,0,0,9,15,,er,
to,approval,order,of,304,False,speed,VB,0,0,5,5,,ed,
speed,of,to,the,304,False,approval,NN,0,0,0,4,,,
the,leader,of,as,304,True,Negro,NP,1,0,0,1,,,
Negro,as,the,administrator,304,False,leader,NN,0,0,0,2,,er,
as,of,leader,the,304,False,administrator,NN,0,0,0,3,,,
the,and,of,home,304,False,housing,VB,0,0,2,3,,ing,
and,finance,housing,agency,304,False,home,NN,3,3,2,9,,e,
home,agency,and,.,304,False,finance,NN,0,0,2,3,,e,
finance,.,home,,304,False,agency,NN,0,0,0,5,,,
eight,",",last,all,305,False,years,NN,0,0,0,7,,,
all,appointments,",",",",305,True,Presidential,JJ,2,0,0,0,,,
Presidential,",",all,including,305,False,appointments,NN,0,0,0,6,,,
of,rank,those,",",305,False,cabinet,NN,0,0,0,4,,,
cabinet,",",of,have,305,False,rank,NN,5,0,3,5,,,
been,immediate,have,action,305,False,denied,VB,0,0,7,0,,ed,
denied,action,been,because,305,False,immediate,JJ,5,0,0,0,,e,
immediate,because,denied,of,305,False,action,NN,0,0,2,10,,ion,
action,of,immediate,a,305,False,because,RB,0,0,0,0,,e,
a,rule,of,requiring,305,True,Senate,NN,0,0,0,2,,e,
Senate,requiring,a,at,305,False,rule,NN,0,0,7,12,,e,
rule,at,Senate,least,305,False,requiring,VB,0,0,4,0,,ing,
24,delay,a,after,305,False,hour,NN,0,0,0,4,,,
hour,after,24,they,305,False,delay,NN,0,0,4,2,,,
are,to,they,the,305,False,reported,VB,1,0,6,0,,ed,
the,.,to,,305,False,floor,NN,0,0,2,10,,,
,by,,demand,306,True,Enforce,VB,0,0,2,0,,e,
by,,Enforce,,306,False,demand,NN,0,0,6,5,,,
The,was,,enforced,307,False,rule,NN,0,0,7,12,,e,
was,by,rule,demand,307,False,enforced,VB,1,0,2,0,,ed,
by,of,enforced,Sen.,307,False,demand,NN,0,0,6,5,,,
of,Wayne,demand,Morse,307,True,Sen.,NN,0,0,0,0,,,
Sen.,Morse,of,(,307,True,Wayne,NP,0,0,0,2,,e,
Wayne,(,Sen.,D.,307,True,Morse,NP,0,0,0,2,,e,
(,",",Morse,Ore.,307,True,D.,NP,0,0,0,0,,,
",",),D.,in,307,True,Ore.,NP,0,0,0,0,,,
in,with,),President,307,False,connection,NN,0,0,0,9,,ion,
with,Eisenhower's,connection,cabinet,307,True,President,NN,0,0,0,6,,,
President,cabinet,with,selections,307,True,Eisenhower's,NP,0,0,0,0,,,
Eisenhower's,selections,President,in,307,False,cabinet,NN,0,0,0,4,,,
cabinet,in,Eisenhower's,1953,307,False,selections,NN,0,0,0,5,,,
and,Kennedy's,1953,in,307,True,President,NN,0,0,0,6,,,
President,in,and,1961,307,True,Kennedy's,NP,0,0,0,0,,,
,,,,308,True,Oslo,NP,0,0,0,1,,,
most,element,The,to,309,False,positive,JJ,11,0,0,2,,e,
positive,to,most,emerge,309,False,element,NN,0,0,0,7,,,
to,from,element,the,309,False,emerge,VB,0,0,5,0,,e,
the,meeting,from,of,309,True,Oslo,NP,0,0,0,1,,,
Oslo,of,the,North,309,False,meeting,NN,0,0,13,6,,ing,
of,Atlantic,meeting,Treaty,309,True,North,JJ,1,1,0,7,,,
North,Treaty,of,Organization,309,True,Atlantic,NP,1,0,0,1,,,
Atlantic,Organization,North,Foreign,309,True,Treaty,NN,0,0,0,1,,,
Treaty,Foreign,Atlantic,Ministers,309,True,Organization,NN,0,0,0,7,,ion,
Organization,Ministers,Treaty,has,309,True,Foreign,JJ,4,0,0,0,,,
Foreign,has,Organization,been,309,True,Ministers,NN,0,0,2,4,,,
the,",",been,franker,309,False,freer,JJ,9,0,0,0,,er,
",",",",freer,and,309,False,franker,JJ,2,0,0,0,,er,
and,discussions,",",",",309,False,wider,JJ,7,0,0,0,,er,
wider,",",and,animated,309,False,discussions,NN,0,0,0,2,,,
",",by,discussions,much,309,False,animated,VB,2,0,4,0,,ed,
much,mutual,by,understanding,309,False,better,JJ,28,15,3,4,,er,
better,understanding,much,than,309,False,mutual,JJ,2,0,0,0,,,
mutual,than,better,in,309,False,understanding,NN,1,0,5,4,un,ing,
in,meetings,than,.,309,False,past,JJ,2,1,0,3,,,
past,.,in,,309,False,meetings,NN,0,0,13,6,,,
a,session,been,of,310,False,working,VB,5,0,27,1,,ing,
working,of,a,an,310,False,session,NN,0,0,0,4,,ion,
an,that,of,",",310,False,organization,NN,0,0,0,7,,ion,
very,",",its,can,310,False,nature,NN,0,0,0,5,,e,
can,proceed,",",along,310,False,only,RB,2,7,0,0,,ly,
only,along,can,its,310,False,proceed,VB,0,0,5,0,,ed,
its,step,along,by,310,False,route,NN,0,0,3,2,,e,
route,by,its,step,310,False,step,NN,0,0,10,11,,,
by,and,step,without,310,False,step,NN,0,0,10,11,,,
without,changes,and,.,310,False,dramatic,JJ,4,0,0,0,,,
dramatic,.,without,,310,False,changes,NN,0,0,10,10,,,
In,",",,the,311,True,Oslo,NP,0,0,0,1,,,
the,have,",",met,311,False,ministers,NN,0,0,2,4,,,
have,in,ministers,a,311,False,met,VB,0,0,13,0,,,
a,of,in,candor,311,False,climate,NN,0,0,0,2,,e,
of,",",climate,and,311,False,candor,NN,0,0,0,2,,,
and,a,",",genuine,311,False,made,VB,3,0,49,0,,e,
a,attempt,made,to,311,False,genuine,JJ,3,0,0,0,,e,
genuine,to,a,get,311,False,attempt,NN,0,0,2,2,,,
to,information,attempt,and,311,False,get,VB,0,0,36,1,,,
get,and,to,understanding,311,False,information,NN,0,0,0,5,in,ion,
and,one,information,another's,311,False,understanding,VB,1,0,5,4,un,ing,
another's,.,one,,311,False,problems,NN,0,0,0,3,,,
This,of,,understanding,312,False,atmosphere,NN,0,0,0,6,,e,
of,has,atmosphere,been,312,False,understanding,VB,1,0,5,4,un,ing,
been,noticeable,has,where,312,False,particularly,RB,0,3,0,0,,ly,
particularly,where,been,relations,312,False,noticeable,JJ,4,0,0,0,,e,
where,are,noticeable,concerned,312,False,relations,NN,0,0,0,7,,,
are,between,relations,the,312,False,concerned,VB,3,0,2,0,,ed,
``,'',the,powers,312,False,colonialist,NN,0,0,0,1,,,
'',and,colonialist,those,312,False,powers,NN,0,0,1,9,,,
have,",",who,or,312,False,never,RB,0,2,0,0,,er,
a,time,for,",",312,False,long,JJ,9,2,1,0,,,
long,",",a,had,312,False,time,NN,0,0,5,10,,e,
had,problems,",",.,312,False,such,JJ,1,1,0,0,,,
such,.,had,,312,False,problems,NN,0,0,0,3,,,
The,of,,a,313,False,nightmare,NN,0,0,0,2,,e,
a,between,of,those,313,False,clash,NN,0,0,3,4,,,
in,in,those,Africa,313,False,trouble,NN,0,0,5,6,,e,
in,",",trouble,exacerbated,313,True,Africa,NP,0,0,0,1,,,
",",by,Africa,the,313,False,exacerbated,VB,0,0,2,0,,ed,
the,",",by,changes,313,False,difficulties,NN,0,0,0,4,,,
",",",",difficulties,and,313,False,changes,NN,0,0,10,10,,,
and,facing,",",them,313,False,tragedies,NN,0,0,0,2,,,
tragedies,them,and,",",313,False,facing,VB,0,0,9,4,,ing,
other,who,and,intellectually,313,False,allies,NN,0,0,1,5,,,
who,and,allies,emotionally,313,False,intellectually,RB,0,1,0,0,in,ly,
and,disapprove,intellectually,of,313,False,emotionally,RB,0,2,0,0,,ly,
emotionally,of,and,the,313,False,disapprove,VB,0,0,2,0,,e,
the,that,of,have,313,False,circumstances,NN,0,0,0,6,,,
have,these,that,troubles,313,False,brought,VB,0,0,11,0,,,
these,about,brought,",",313,False,troubles,NN,0,0,5,6,,,
been,by,has,its,313,False,conspicuous,JJ,2,0,0,0,,,
its,.,by,,313,False,absence,NN,0,0,0,4,,e,
,avoided,,,314,True,Explosion,NN,0,0,0,7,,ion,
Explosion,,,,314,False,avoided,VB,0,0,5,0,,ed,
the,of,In,Portugal,315,False,case,NN,0,0,2,20,,e,
of,",",case,which,315,True,Portugal,NP,0,0,0,1,,,
few,ago,a,was,315,False,weeks,NN,0,0,0,3,,,
weeks,was,few,rumored,315,False,ago,RB,1,1,0,0,,,
was,ready,ago,to,315,False,rumored,VB,0,0,1,0,,ed,
rumored,to,was,walk,315,False,ready,JJ,5,0,2,1,,,
to,out,ready,of,315,False,walk,VB,0,0,10,7,,,
the,Council,of,should,315,True,NATO,NN,0,0,0,1,,,
NATO,should,the,critics,315,True,Council,NN,0,0,0,3,,,
should,of,Council,its,315,False,critics,NN,0,0,0,3,,,
its,policy,of,prove,315,True,Angola,NP,0,0,0,1,,,
Angola,prove,its,harsh,315,False,policy,NN,0,0,0,3,,,
policy,harsh,Angola,",",315,False,prove,VB,0,0,9,0,,e,
prove,",",policy,there,315,False,harsh,JJ,6,0,0,0,,,
a,relaxation,been,of,315,False,noticeable,JJ,4,0,0,0,,e,
noticeable,of,a,tension,315,False,relaxation,NN,0,0,0,7,,ion,
of,.,relaxation,,315,False,tension,NN,0,0,0,6,,ion,
The,",",,remarkably,316,False,general,JJ,6,0,1,3,,,
remarkably,",",",",explanation,316,False,courteous,JJ,2,0,0,0,,,
",",has,courteous,left,316,False,explanation,NN,0,0,0,3,,ion,
has,basic,explanation,positions,316,False,left,VB,4,1,14,5,,,
left,positions,has,unchanged,316,False,basic,JJ,4,0,0,2,,,
basic,unchanged,left,",",316,False,positions,NN,0,0,2,16,,,
positions,",",basic,but,316,False,unchanged,JJ,2,0,0,0,un,ed,
no,in,been,the,316,False,explosion,NN,0,0,0,7,,ion,
the,.,in,,316,False,council,NN,0,0,0,3,,,
should,be,There,no,317,False,even,RB,6,4,3,1,,,
more,surprises,no,in,317,False,bitter,JJ,7,1,1,3,,er,
bitter,in,more,the,317,False,surprises,NN,0,0,3,3,,,
the,General,in,Assembly,317,True,UN,NN,0,0,0,1,un,,
UN,Assembly,the,as,317,True,General,JJ,6,0,1,3,,,
General,as,UN,to,317,True,Assembly,NN,0,0,0,6,,ly,
to,members',as,votes,317,True,NATO,NN,0,0,0,1,,,
NATO,votes,to,",",317,False,members',NN,0,0,0,0,,,
members',",",NATO,since,317,False,votes,NN,0,0,5,5,,,
a,ad,since,hoc,317,False,new,JJ,11,1,0,0,,,
hoc,committee,ad,has,317,True,NATO,NN,0,0,0,1,,,
NATO,has,hoc,been,317,False,committee,NN,0,0,0,2,,e,
been,up,has,so,317,False,set,VB,7,0,25,13,,,
the,such,in,topics,317,False,future,NN,4,0,0,3,,e,
future,topics,the,as,317,False,such,JJ,1,1,0,0,,,
such,as,future,Angola,317,False,topics,NN,0,0,0,2,,,
as,will,topics,be,317,True,Angola,NP,0,0,0,1,,,
be,in,will,advance,317,False,discussed,VB,0,0,2,0,,ed,
in,.,discussed,,317,False,advance,NN,2,0,12,6,,e,
,alone,,has,318,True,Canada,NP,0,0,0,1,,,
Canada,has,,been,318,False,alone,RB,4,2,0,0,,e,
of,with,out,the,318,False,step,NN,0,0,10,11,,,
the,attempt,with,to,318,True,Oslo,NP,0,0,0,1,,,
Oslo,to,the,get,318,False,attempt,NN,0,0,2,2,,,
to,all,attempt,the,318,False,get,VB,0,0,36,1,,,
the,cars,all,back,318,False,allied,VB,5,0,1,0,,ed,
allied,back,the,on,318,False,cars,NN,0,0,0,5,,,
cars,on,allied,the,318,False,back,RB,3,6,10,9,,,
the,behind,on,the,318,False,track,NN,0,0,5,11,,,
the,locomotive,behind,.,318,True,NATO,NN,0,0,0,1,,,
NATO,.,the,,318,False,locomotive,NN,1,0,0,1,,e,
,Norway,,",",319,True,Even,RB,6,4,3,1,,,
Even,",",,despite,319,True,Norway,NP,0,0,0,1,,,
despite,but,",",limited,319,False,daily,JJ,2,2,0,1,,ly,
but,manifestations,daily,against,319,False,limited,VB,7,0,3,1,,ed,
limited,against,but,atomic,319,False,manifestations,NN,0,0,0,5,,,
against,arms,manifestations,in,319,False,atomic,JJ,3,0,0,0,,,
atomic,in,against,the,319,False,arms,NN,0,0,2,8,,,
the,of,in,this,319,False,heart,NN,0,0,0,10,,,
this,capital,of,of,319,False,northernmost,JJ,1,0,0,0,,,
northernmost,of,this,the,319,False,capital,NN,3,0,0,8,,,
the,",",of,is,319,False,alliance,NN,0,0,0,5,,e,
today,to,is,the,319,False,closer,JJ,15,1,0,2,,er,
the,line,to,.,319,True,NATO,NN,0,0,0,1,,,
NATO,.,the,,319,False,line,NN,0,0,6,30,,e,
the,side,On,of,320,False,negative,JJ,9,0,1,2,,e,
negative,of,the,the,320,False,side,NN,1,0,1,12,,e,
the,sheet,of,must,320,False,balance,NN,0,0,4,12,,e,
